Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Daylight Saving Time Status [](Daily),Environment:Site Day Type Index [](Daily),ZONE ONE:Zone Total Internal Latent Gain Energy [J](Hourly),TEST 352A:Other Equipment Total Heating Energy [J](Monthly),ZONE ONE:Zone Other Equipment Total Heating Energy [J](Monthly),TEST 352 MINUS:Other Equipment Total Heating Energy [J](Monthly),67F1E0:Surface Inside Face Temperature [C](Daily),67F1E0:Surface Outside Face Temperature [C](Daily),67F1E0:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),67F1E0:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),1170EB:Surface Inside Face Temperature [C](Daily),1170EB:Surface Outside Face Temperature [C](Daily),1170EB:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),1170EB:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),5424C7:Surface Inside Face Temperature [C](Daily),5424C7:Surface Outside Face Temperature [C](Daily),5424C7:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),5424C7:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),878904:Surface Inside Face Temperature [C](Daily),878904:Surface Outside Face Temperature [C](Daily),878904:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),878904:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),B3FCF3:Surface Inside Face Temperature [C](Daily),B3FCF3:Surface Outside Face Temperature [C](Daily),B3FCF3:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),B3FCF3:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),E9E959:Surface Inside Face Temperature [C](Daily),E9E959:Surface Outside Face Temperature [C](Daily),E9E959:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),E9E959:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),AEA7C2:Surface Inside Face Temperature [C](Daily),AEA7C2:Surface Outside Face Temperature [C](Daily),AEA7C2:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),AEA7C2:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),800C25:Surface Inside Face Temperature [C](Daily),800C25:Surface Outside Face Temperature [C](Daily),800C25:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),800C25:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),52C6BE:Surface Inside Face Temperature [C](Daily),52C6BE:Surface Outside Face Temperature [C](Daily),52C6BE:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),6401E7:Surface Inside Face Temperature [C](Daily),6401E7:Surface Outside Face Temperature [C](Daily),6401E7:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),6401E7:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),234D00:Surface Inside Face Temperature [C](Daily),234D00:Surface Outside Face Temperature [C](Daily),234D00:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),234D00:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),A53C53:Surface Inside Face Temperature [C](Daily),A53C53:Surface Outside Face Temperature [C](Daily),A53C53:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),A53C53:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),714A69:Surface Inside Face Temperature [C](Daily),714A69:Surface Outside Face Temperature [C](Daily),714A69:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),714A69:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZONE ONE:Zone Mean Radiant Temperature [C](Hourly),ZONE ONE:Zone Mean Air Temperature [C](Hourly),ZONE ONE:Zone Air Heat Balance Surface Convection Rate [W](Hourly),ZONE ONE:Zone Air Heat Balance Air Energy Storage Rate [W](Hourly) 
 05/15  01:00:00,21.4125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.913177817206198,18.909896575460949,-0.5808017927165766,-0.8494042572442752 
 05/15  02:00:00,21.35,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.911384604630194,18.90834178498801,-0.21654165676440824,-0.046649483506230469 
 05/15  03:00:00,21.5125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.89561997590447,18.893269157866276,-0.4548041611722111,-0.6213757525206285 
 05/15  04:00:00,21.7,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.899417193034766,18.897348147734655,0.448608051350263,0.4583846374600904 
 05/15  05:00:00,21.637500000000004,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.904458860546748,18.9030564630499,0.04761051479038503,0.08229040722510738 
 05/15  06:00:00,21.0375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.892435713410216,18.892498260093075,-1.4264908329663309,-1.0749606744365037 
 05/15  07:00:00,21.3875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.852455961743205,18.850182221473525,-0.3599796045246939,-1.0833317349310972 
 05/15  08:00:00,22.300000000000006,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.958411611282249,18.94227508136798,7.748875228118287,6.876228634002857 
 05/15  09:00:00,22.975,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.214884764781858,19.18641735423173,12.249939591008645,11.701014243384748 
 05/15  10:00:00,23.825,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.58596439913009,19.543242160747476,16.93360506229276,16.44944937354584 
 05/15  11:00:00,24.7,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.030188825067385,19.97673907512708,18.607766920885046,18.4146573602972 
 05/15  12:00:00,25.25,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.514695784770468,20.45006927457117,19.981162083989806,19.9134058369205 
 05/15  13:00:00,25.65,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.00770819820516,20.93374099015826,19.41873174303291,19.586441127456437 
 05/15  14:00:00,25.925,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.452873256647309,21.375151954565884,16.468594641768349,16.928330448413445 
 05/15  15:00:00,26.125000000000005,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.780626075231795,21.707053960853423,9.655773134415354,10.848567629967273 
 05/15  16:00:00,26.2,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.87957984544901,21.81857031877215,-0.33516033898149458,0.8441716764375902 
 05/15  17:00:00,26.075,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.73767411088619,21.695874717283766,-9.510700944633435,-8.436636429522002 
 05/15  18:00:00,25.6875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.38384896046958,21.364293021277186,-17.3200177795713,-16.502028309988547 
 05/15  19:00:00,25.1875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.90526495364495,20.903665264866406,-19.120050334970928,-19.34839967861759 
 05/15  20:00:00,24.812500000000005,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.492492752304423,20.494192513655049,-14.073279361400179,-14.751802420830274 
 05/15  21:00:00,24.575,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.196719834990163,20.19871643146972,-10.400530099977909,-10.801775628556028 
 05/15  22:00:00,24.312500000000005,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.975304088337656,19.97793534298079,-7.994723259867268,-8.224415600695336 
 05/15  23:00:00,24.075,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.80431069432382,19.806611797097067,-5.9612635488677,-6.267965004379182 
 05/15  24:00:00,23.812500000000005,0.0,4.,0.0,,,,20.413123857638078,25.087701731268436,0.9602555740386607,9.086690010080959,20.3825076796857,24.81816509248513,0.9720773398660688,9.280676422797255,20.423983894706,25.230751937863358,0.966995249236369,8.814195801293778,20.433562378143784,25.355914484840637,0.9692870498894731,8.46507354389667,20.384094802633709,24.882854692659824,0.9697240086920266,8.123663439728965,20.400785603133266,25.055524214313097,0.9764609676005008,8.707588054605575,20.408237155116216,25.02722729226259,0.9604666280292492,9.628519653095197,20.374183899901863,24.761364192854605,0.9703393984241145,9.260130483856022,18.583108931392365,18.0,0.8287740577302833,20.29105669025017,26.146328540525617,0.50299263731174,8.598655567471554,20.275536880941357,25.796972092791706,0.4956846195393772,9.989623120516493,20.307136890162885,25.78217705567738,0.5459556791192398,9.500831879557412,20.3310454312632,26.236644236496614,0.5380764355399549,8.328405151361166,19.687190179739667,19.68738972543337,-4.201343999112184,-4.305862871711155 
 05/16  01:00:00,23.45,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.590827038202659,19.590338505040397,-3.8129775012480868,-3.862219321340535 
 05/16  02:00:00,22.925,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.501168698388566,19.500060867158895,-3.7557340237970688,-3.720635470647598 
 05/16  03:00:00,22.7625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.413249247441955,19.410952227419828,-3.289670052079301,-3.4459319351669599 
 05/16  04:00:00,22.675000000000006,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.345854035354898,19.34353849037347,-2.4893505453689919,-2.514328828910207 
 05/16  05:00:00,22.4125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.284657401640929,19.282978352723924,-2.5508020783989675,-2.5320370450856579 
 05/16  06:00:00,22.3,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.227475266301469,19.225043024758987,-1.943752691760837,-2.111192860987309 
 05/16  07:00:00,22.362499999999998,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.202774930618426,19.197306207770937,-0.2181588237577789,-0.4873837434320796 
 05/16  08:00:00,22.65,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.259330105902728,19.244284414020794,4.625874873038999,3.8725221542661369 
 05/16  09:00:00,23.174999999999998,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.4482348252084,19.420330328639805,9.930713503328958,9.24923969093437 
 05/16  10:00:00,23.65,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.73482137277146,19.69783341872244,11.313869136304602,11.66578933365249 
 05/16  11:00:00,24.05,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.97606987754319,19.93694245627362,9.115537265432117,9.116956861088067 
 05/16  12:00:00,24.3875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.187047776255903,20.14681618064693,7.263871660486792,7.78888403450751 
 05/16  13:00:00,24.687499999999998,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.324689776043259,20.28604982684149,5.188881262661803,5.111962403212894 
 05/16  14:00:00,24.862499999999998,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.458026727025897,20.418359027753526,5.3302138688444009,5.431470633957843 
 05/16  15:00:00,24.9,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.574484841704547,20.534485818521984,4.041407392520167,4.252571794677632 
 05/16  16:00:00,24.9,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.63308521794424,20.59731388388728,0.38691356539692337,1.0802076200483662 
 05/16  17:00:00,24.7125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.55943296112349,20.534958457591359,-5.2886757025820529,-4.667484121249052 
 05/16  18:00:00,24.4125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.36928263056174,20.356576289038736,-8.95222185588806,-8.634857019739246 
 05/16  19:00:00,24.049999999999998,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.128391169216408,20.124515393307357,-9.705023093987237,-9.735051096097483 
 05/16  20:00:00,22.9,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.88208920824449,19.884475081424634,-10.48348005440528,-10.214359960239666 
 05/16  21:00:00,22.674999999999998,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.617366667503835,19.622315728682705,-9.676568219598155,-10.247163140701403 
 05/16  22:00:00,23.025,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44469841225183,19.448533556489865,-5.117985389237998,-5.494754817203674 
 05/16  23:00:00,23.1,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.344652716077275,19.34862144993902,-3.1569443407836186,-3.4027359095298506 
 05/16  24:00:00,22.9125,0.0,5.,0.0,,,,20.128309024694774,24.05684559898943,0.9459105893484806,10.304992421887479,20.104776790918448,23.875688915770934,0.9594838597075638,11.157130507335806,20.119844093848874,23.948007050641427,0.9389276155927098,11.706761024470943,20.1301502517639,24.07697809219043,0.9439308669093234,10.317620377343646,20.109479924046246,23.97874605328947,0.9597274599933749,9.416655640661434,20.10872850013191,23.918951758859575,0.9544010970156619,11.028182247148223,20.117529328260664,23.92167384180512,0.9408460940113499,11.852472087175239,20.097338011898445,23.82799527884234,0.9579726825666866,11.486827169093019,18.515347022555554,18.0,0.8132582634113045,19.994260831269079,24.438199584098297,0.48647752999566226,9.767521707177249,19.977471085402823,24.070686762890675,0.4769655765623165,12.172183776049315,20.007570678613914,24.124457254253455,0.5278986453951863,11.568772493727322,20.028252892581109,24.509560071067204,0.5211097379821122,9.454762855352764,19.29238477087097,19.293958786424598,-1.611170722575024,-1.7119212820760228 
 05/17  01:00:00,22.675000000000006,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.26468020527289,19.262732105029227,-0.9025229863401955,-1.0103283624963513 
 05/17  02:00:00,21.9125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.23433384643912,19.231995213013037,-2.484164078459878,-2.0153047164448605 
 05/17  03:00:00,21.875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.147134300683196,19.145974442169199,-3.3434684489188437,-3.6582680392831605 
 05/17  04:00:00,22.35,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.10622971139208,19.10342360606858,-0.42466375939103637,-0.6762183837897206 
 05/17  05:00:00,22.4375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.10685153959541,19.104190954307609,0.09965798966641693,0.1497750546013597 
 05/17  06:00:00,21.9,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.092359138299697,19.0917753853204,-1.4843237587333003,-1.173634554662101 
 05/17  07:00:00,21.7875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.043605572216678,19.042503745831725,-1.5523285904539919,-1.8927372320721603 
 05/17  08:00:00,22.275,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.069434577263516,19.059995290453036,3.248111988586013,2.6032277699901589 
 05/17  09:00:00,22.5625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.202624143952876,19.18433449454838,6.499003233208989,6.240480976568382 
 05/17  10:00:00,22.9125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.394672816060724,19.36806748473575,8.661231740995824,8.374812574535508 
 05/17  11:00:00,23.2875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.613227444398107,19.583183083885304,8.075922361763663,8.448366034634594 
 05/17  12:00:00,23.525,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.7798248239705,19.749699642604925,6.137390267483842,6.196290634052981 
 05/17  13:00:00,23.6625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.932532867682398,19.899723520603815,6.458758032716777,6.3269645612903429 
 05/17  14:00:00,23.7625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.096876962807256,20.061606423082659,5.953135426202129,6.317827929928905 
 05/17  15:00:00,23.8,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.19501446501429,20.16262052895882,2.5616345926888366,2.8981482763556056 
 05/17  16:00:00,23.8,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.211461199888583,20.185042386302205,-0.9558713157533838,-0.4412455693763171 
 05/17  17:00:00,23.675000000000006,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.130974605893547,20.113880271914345,-4.918957793955922,-4.419880203782241 
 05/17  18:00:00,23.4125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.953840892835914,19.948392559377767,-8.404488171440125,-8.077183601072227 
 05/17  19:00:00,23.362499999999998,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.72903005721403,19.732325167075638,-8.762616516253172,-8.917287685575369 
 05/17  20:00:00,23.2125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.535528348696866,19.543523369124654,-6.733564187018209,-6.981183414550286 
 05/17  21:00:00,22.9125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.390629499094545,19.399177544698753,-5.168942793216733,-5.368494304639558 
 05/17  22:00:00,21.4875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.25318049975844,19.264571297624479,-7.311536684107368,-6.600635191348301 
 05/17  23:00:00,21.7,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.029256903631035,19.046756555178008,-8.605010168935144,-9.156331071648597 
 05/17  24:00:00,22.2375,0.0,6.,0.0,,,,19.76667425243418,23.020687515054254,0.890585357774333,6.403202224575133,19.756065286987078,22.994547876983004,0.9125205156074445,6.240927488883307,19.766544555589208,23.019698376511625,0.8901480382395853,6.458466082901174,19.76747659985819,23.02877851409443,0.8884226586807557,6.447120447000995,19.753754383761377,22.999566770654444,0.9070229493444911,6.171358602697825,19.757642797892158,23.007954101220066,0.9061861706720612,6.339975745758412,19.766398513382048,23.02129066089775,0.893451951453832,6.468446820379417,19.752458179806835,22.992311840560637,0.9139764957819234,6.244844494285282,18.4235216581953,18.0,0.7648873065137797,19.63302098792253,22.879502029806138,0.437010979829663,6.479113766220222,19.632188004988305,22.85876215802257,0.43547246522977187,6.71072838137044,19.658944685626066,22.94340114113365,0.48655351096385548,6.385050073228286,19.659441236402605,22.940100947127488,0.47050590031603287,6.277701592748678,18.887532375019427,18.910171848214845,-3.100952834650222,-3.6034551259812819 
 05/18  01:00:00,21.699999999999997,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.833311333016036,18.853678774380634,-2.6474382844569348,-2.363899908417695 
 05/18  02:00:00,20.8375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.722247023951746,18.74993311556748,-5.793866095133464,-5.481764540920633 
 05/18  03:00:00,19.9375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.563093844846259,18.593937420720235,-6.904527165022818,-6.838541499221106 
 05/18  04:00:00,19.2875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.39686352544112,18.425148658995256,-6.9315909404317319,-6.983740674434674 
 05/18  05:00:00,18.7875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.239575472740844,18.263612730617927,-6.546624126171384,-6.575788264792369 
 05/18  06:00:00,18.4125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.090392657934467,18.10801755261106,-6.387501357143898,-6.414384919183964 
 05/18  07:00:00,18.487500000000006,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.014994709852048,18.007981157864266,2.382799012081993,-0.36028144016829569 
 05/18  08:00:00,19.6625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.577864794536173,18.58642768210186,53.32927874941915,48.935520093339068 
 05/18  09:00:00,21.3625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.70445128330915,19.735726877450014,44.480514024389339,45.90702860468962 
 05/18  10:00:00,22.9375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.612961040278987,20.567820068511414,27.000724871454893,28.54058586932655 
 05/18  11:00:00,24.312499999999998,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.256457546546519,21.16207017167108,21.50820432626888,22.29244553067275 
 05/18  12:00:00,25.487499999999998,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.698390498183856,21.59471758879956,12.657834371199203,14.231556407831868 
 05/18  13:00:00,26.3375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.903303787117915,21.805113290403584,7.828030416008039,7.4004054455895968 
 05/18  14:00:00,26.85,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.116090818481369,22.01963781758186,7.477105511163392,8.354406716515407 
 05/18  15:00:00,27.0625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.22093756610085,22.14091201405965,5.245357395551574,4.587725616738271 
 05/18  16:00:00,26.975,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.40912638562369,22.347722602690014,10.473926592973429,10.334189406850856 
 05/18  17:00:00,26.4625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.548558794952226,22.535693764355025,2.838695366348711,4.486522110492276 
 05/18  18:00:00,25.45,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.33559920696233,22.38151737452074,-17.387666427121887,-14.263552017622097 
 05/18  19:00:00,24.3125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.5607201016663,21.6088082535501,-42.43318090734597,-40.946880525310458 
 05/18  20:00:00,23.4,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.606237414873595,20.65266646767721,-34.79027758426079,-36.08375135928114 
 05/18  21:00:00,22.6,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.855421490476208,19.917266541919834,-26.646358941345008,-27.52566571705077 
 05/18  22:00:00,21.8,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.291926079320946,19.35645153356743,-19.20417740364,-20.425723061086776 
 05/18  23:00:00,21.0625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.953487328223838,19.000980144184319,-11.828950189011382,-12.261359298700662 
