Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](Hourly),Environment:Site Daylight Saving Time Status [](Daily),Environment:Site Day Type Index [](Daily),ZONE ONE:Zone Total Internal Latent Gain Energy [J](Hourly),TEST 352A:Other Equipment Total Heating Energy [J](Monthly),ZONE ONE:Zone Other Equipment Total Heating Energy [J](Monthly),TEST 352 MINUS:Other Equipment Total Heating Energy [J](Monthly),67F1E0:Surface Inside Face Temperature [C](Daily),67F1E0:Surface Outside Face Temperature [C](Daily),67F1E0:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),67F1E0:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),1170EB:Surface Inside Face Temperature [C](Daily),1170EB:Surface Outside Face Temperature [C](Daily),1170EB:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),1170EB:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),5424C7:Surface Inside Face Temperature [C](Daily),5424C7:Surface Outside Face Temperature [C](Daily),5424C7:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),5424C7:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),878904:Surface Inside Face Temperature [C](Daily),878904:Surface Outside Face Temperature [C](Daily),878904:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),878904:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),B3FCF3:Surface Inside Face Temperature [C](Daily),B3FCF3:Surface Outside Face Temperature [C](Daily),B3FCF3:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),B3FCF3:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),E9E959:Surface Inside Face Temperature [C](Daily),E9E959:Surface Outside Face Temperature [C](Daily),E9E959:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),E9E959:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),AEA7C2:Surface Inside Face Temperature [C](Daily),AEA7C2:Surface Outside Face Temperature [C](Daily),AEA7C2:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),AEA7C2:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),800C25:Surface Inside Face Temperature [C](Daily),800C25:Surface Outside Face Temperature [C](Daily),800C25:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),800C25:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),52C6BE:Surface Inside Face Temperature [C](Daily),52C6BE:Surface Outside Face Temperature [C](Daily),52C6BE:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),6401E7:Surface Inside Face Temperature [C](Daily),6401E7:Surface Outside Face Temperature [C](Daily),6401E7:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),6401E7:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),234D00:Surface Inside Face Temperature [C](Daily),234D00:Surface Outside Face Temperature [C](Daily),234D00:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),234D00:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),A53C53:Surface Inside Face Temperature [C](Daily),A53C53:Surface Outside Face Temperature [C](Daily),A53C53:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),A53C53:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),714A69:Surface Inside Face Temperature [C](Daily),714A69:Surface Outside Face Temperature [C](Daily),714A69:Surface Inside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),714A69:Surface Outside Face Convection Heat Transfer Coefficient [W/m2-K](Daily),ZONE ONE:Zone Mean Radiant Temperature [C](Hourly),ZONE ONE:Zone Mean Air Temperature [C](Hourly),ZONE ONE:Zone Air Heat Balance Surface Convection Rate [W](Hourly),ZONE ONE:Zone Air Heat Balance Air Energy Storage Rate [W](Hourly) 
 01/17  24:00:00,23.312500000000005,0.0,5.,0.0,,,,20.35826520811225,24.82604123868749,0.9594847512613441,5.858374746669768,20.330612840407018,24.586500051442998,0.9753994039242757,5.71618361171269,20.360851779066154,24.863659603153907,0.9588051534589864,5.7754704362736819,20.359206483223816,24.834811429746027,0.9555989712733096,5.865668496275148,20.325774617624754,24.56446113986765,0.9668984394524197,5.709423005606424,20.334698252339689,24.63398238633552,0.9681963801649914,5.7650742827080398,20.35902016851735,24.84117925010141,0.963428540953423,5.854093396207182,20.32018004748071,24.500771069553467,0.9716514388218706,5.6305403001160789,18.574676309557675,18.0,0.8232654196414865,20.213478585672268,25.374764722362249,0.4705276202515938,6.029076511082025,20.219697511416965,25.533745724332538,0.46886020303870087,6.073601217262638,20.257313289289347,25.632143394716,0.5269619653872051,5.789705084760226,20.24953994081151,25.44245403145413,0.5066353725795494,5.847518343967273,19.51366293195883,19.511576460857286,-2.5689089327560055,-2.5072741440918597 
 01/18  01:00:00,23.137500000000004,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.44331424361092,19.44223056865933,-2.9757908435485866,-2.991436758068268 
 01/18  02:00:00,22.9125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.372800833388014,19.372761140375194,-2.8509583625912855,-2.8300456846789197 
 01/18  03:00:00,22.425,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.29793089359726,19.298744947962847,-3.3146786477602054,-3.2398162542941355 
 01/18  04:00:00,22.5125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.21949042636689,19.21976546663345,-2.798609550938715,-2.992589038959421 
 01/18  05:00:00,22.7,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.168208914313895,19.169444385259909,-1.4950019289960808,-1.6109441899286004 
 01/18  06:00:00,22.7,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.144375122865648,19.14491284081104,-0.4997008070456663,-0.6345847086211984 
 01/18  07:00:00,22.7625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.15015042216554,19.147073926627419,1.0849131002666364,0.7103227300042512 
 01/18  08:00:00,23.2375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.29103383690655,19.27091460653288,10.08573525069089,8.72679048379144 
 01/18  09:00:00,23.999999999999998,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.651781139396087,19.61251670188087,17.759490181910416,16.886429731154068 
 01/18  10:00:00,24.800000000000006,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.186288227286249,20.127619395570869,24.39879207030438,23.663692727506019 
 01/18  11:00:00,25.4125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.760126636090044,20.694975410431046,18.742646837687436,20.528330150632308 
 01/18  12:00:00,25.725,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.02636889324283,20.972138837719585,4.590737402935947,6.091510795080326 
 01/18  13:00:00,25.862499999999998,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.041204546472679,20.998684594134184,-0.40676058531518369,-0.40529094428225578 
 01/18  14:00:00,25.9,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0537968451912,21.01124387113962,1.9222640546458952,1.5045916987608004 
 01/18  15:00:00,25.9,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.127966964555676,21.082132063678644,2.883752879587331,3.099602086432835 
 01/18  16:00:00,25.8375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.15568448443951,21.113005616886768,-0.8923731985982779,-0.23151198473118923 
 01/18  17:00:00,25.862499999999998,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.049937415387534,21.018481107835446,-6.205294451165118,-5.800968514820749 
 01/18  18:00:00,25.4625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.856436140488598,20.836863469379549,-9.234656883912895,-8.673423979060376 
 01/18  19:00:00,24.2625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.556297659934143,20.550292286438859,-14.260525475034772,-13.695731669698798 
 01/18  20:00:00,24.325,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.213272647557316,20.21131594028173,-11.471052038765823,-12.502843856550748 
 01/18  21:00:00,24.325000000000004,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.012263912097706,20.009765651862727,-6.485142054852389,-6.649473072500475 
 01/18  22:00:00,23.7875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.85588866688985,19.8544325168748,-6.4001791798150269,-6.417963388237068 
 01/18  23:00:00,23.225,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.702053618511419,19.701818089129089,-6.221052970721926,-6.24298063870172 
 01/18  24:00:00,22.6875,0.0,6.,0.0,,,,20.47487155420073,25.153583304792464,0.9873124619915853,7.795598568710381,20.448646037982184,24.95164252789142,1.0031605103690076,7.689627178731649,20.472386769231119,25.120684981281856,0.9846988765399295,7.181020640055446,20.47366883636904,25.13280083550308,0.9825906415485881,6.965978386604914,20.442807222775504,24.918628750968769,0.9942408943185038,6.847834190246561,20.450270450996738,24.962765714839084,0.9949427204990625,6.8839150573108489,20.475900136084709,25.17270992234381,0.9913807331958702,7.800620797516899,20.437649350212046,24.862426059905919,0.9995778454497794,7.498993951627962,18.600056912891828,18.0,0.8492452561372897,20.31984819509697,25.589595831520943,0.5057096536855928,7.181133332862985,20.322182065483834,25.64789704335826,0.5067969506900583,8.024832166083414,20.35877597463616,25.711388260705787,0.5605610038948914,7.638022179232284,20.35716635094353,25.650280678717249,0.540779311671049,6.957582212821133,19.551353486747276,19.552242781373445,-6.22731668211157,-6.204463166058423 
 01/19  01:00:00,22.062499999999998,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.392651681937516,19.39641936370569,-6.7555028739383708,-6.670853112420319 
 01/19  02:00:00,21.3,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.21456171597054,19.222561130684338,-7.8479358721096539,-7.649731566508525 
 01/19  03:00:00,20.5625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.997479571717084,19.01322024147815,-9.28948364888043,-9.203311040701408 
 01/19  04:00:00,20.05,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.771003807274359,18.79307369600015,-8.748449149159786,-8.89594518747431 
 01/19  05:00:00,19.65,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.571109015683527,18.59822202125736,-7.511838303324093,-7.646834142676363 
 01/19  06:00:00,19.3125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.398356597949399,18.426049317082577,-7.061293749832158,-7.043332180011017 
 01/19  07:00:00,19.324999999999997,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.268517394378486,18.28269971560286,-0.8589268614041759,-3.2504537958085439 
 01/19  08:00:00,20.65,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.74099544229719,18.767534804055378,41.52931840641004,36.75659802708416 
 01/19  09:00:00,22.775,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.878201265091588,19.90976243121412,57.083397912956197,58.71175439507481 
 01/19  10:00:00,24.9125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.043241919705236,21.023513362060947,37.42141051195575,40.02259979688222 
 01/19  11:00:00,26.887500000000004,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.893479530206617,21.7879147686233,28.073182385853749,28.600940343065238 
 01/19  12:00:00,28.5375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.51744828134327,22.38655124711207,19.646732042672928,21.307266128242259 
 01/19  13:00:00,29.7875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.85226098900374,22.726537109229633,10.806551943845108,11.09560186377269 
 01/19  14:00:00,30.7,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.132999375663017,23.005881701138777,13.838878665365583,12.952734287669422 
 01/19  15:00:00,31.187499999999998,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.548678943524857,23.422446328560704,18.251555241037147,18.481933551673035 
 01/19  16:00:00,31.2375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.88048918544895,23.788132723706334,11.436444583187962,12.357428662687374 
 01/19  17:00:00,30.7625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.98630936507835,23.95088988187987,0.4448061565499559,2.3475118156142225 
 01/19  18:00:00,29.687500000000005,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.68028024587128,23.697418060916335,-22.780197247483927,-19.50379484367527 
 01/19  19:00:00,28.2625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.86283689361801,22.883834916793807,-41.091925260370988,-40.00195397408973 
 01/19  20:00:00,27.075,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.939242704699177,21.951960806695909,-32.761652982531227,-34.58985201997421 
 01/19  21:00:00,26.075,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.263377908734705,21.27398582672144,-24.392167855979076,-25.073388187610406 
 01/19  22:00:00,25.1375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.71323783920021,20.72907694546269,-21.014169492496447,-21.40470684398307 
 01/19  23:00:00,24.175,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.24539798421784,20.265740636354406,-17.219972143091366,-17.785513770138527 
 01/19  24:00:00,23.175,0.0,7.,0.0,,,,21.51039957376601,27.9751534197263,1.03451634351078,9.277666928958262,21.530187475635527,28.4625052497795,1.086974036807756,9.078997780477398,21.60256895066178,29.488341669313358,1.0192624216681117,8.043900374103468,21.505776811607104,28.06472416743222,0.9850305944588076,7.983575472284541,21.341423710501073,25.91930849767152,0.9410533463636296,7.831659941137555,21.51969347044374,28.454434609783346,1.0158189706139487,7.872246801660509,21.635862420056417,29.76514111843129,1.08933070106093,9.282982096243324,21.419008441678188,26.97449091745493,1.0230748011128268,8.880793534675112,18.882476620816435,18.0,0.9107085421841007,21.25563529089155,27.48168613160431,0.5709194439375399,8.137478763068924,21.474023499367847,32.482245710732289,0.6008661983702576,9.438567978695956,21.56101854631783,33.00819088511596,0.6555856391705436,8.989692288776423,21.276445614841625,27.13969092029713,0.5972615934410321,7.8790015223072429,19.875155939359183,19.894827001703299,-14.309274248842009,-14.449505091690695 
 01/20  01:00:00,22.3,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.53088116175849,19.55575126244446,-13.89699985317499,-13.983299684963808 
 01/20  02:00:00,21.4375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.202121428318195,19.234553400088026,-12.79541534822599,-12.966057412670692 
 01/20  03:00:00,20.537499999999999,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.905919978309308,18.94434218937623,-11.539178925209394,-11.65834895685906 
 01/20  04:00:00,19.8875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.63843187334195,18.6772542796519,-10.774040743656892,-10.876597086506349 
 01/20  05:00:00,19.45,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.390401009244198,18.42546802593428,-10.374529299385394,-10.398015239049944 
 01/20  06:00:00,19.05,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.158638049203814,18.183008039973939,-9.652789324744898,-9.839876157101282 
 01/20  07:00:00,19.025,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.016475165129923,18.012479985376907,-0.14218873236581065,-3.1012847805137886 
 01/20  08:00:00,20.35,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.58858317366318,18.60188699075828,54.76359312874837,52.03660306447397 
 01/20  09:00:00,22.412499999999999,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.831518763497149,19.872778095782789,52.26118025994275,52.45754146638926 
 01/20  10:00:00,24.5125,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.023544111277226,21.007812491540393,43.24334025489614,43.53454172711256 
 01/20  11:00:00,26.425000000000006,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.147483161455406,22.030599685629857,39.79114291501112,40.97804711538563 
 01/20  12:00:00,28.0375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.042866929034639,22.882236881309234,32.202297027653759,32.59596597276517 
 01/20  13:00:00,29.35,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.761292223814608,23.586874442351886,24.071109618290089,25.65133329067134 
 01/20  14:00:00,30.2375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.14328452882303,23.984691600857447,7.99061103656361,10.147822221092543 
 01/20  15:00:00,30.687499999999998,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.15787941963635,24.031918112963966,-1.758833864259291,-1.2771368165149002 
 01/20  16:00:00,30.675000000000006,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.02237189933631,23.935377545757104,-6.812069298087475,-5.934022382601215 
 01/20  17:00:00,30.1,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.73218425607736,23.692794681185736,-13.177036113109349,-12.288015670319832 
 01/20  18:00:00,28.9875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.236726008198116,23.239900596128554,-24.187927400586685,-22.846325508312334 
 01/20  19:00:00,27.5625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.490294098945623,22.505211622915085,-36.12523348703731,-34.88973585012813 
 01/20  20:00:00,26.500000000000005,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.6421815247842,21.656156466151406,-31.253139935068029,-32.58562438574917 
 01/20  21:00:00,25.7625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.97521638159017,20.993071197058837,-23.730347857426776,-24.603537335587594 
 01/20  22:00:00,25.062499999999998,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.471558060886765,20.491573720470798,-18.17575468189476,-18.76514307660873 
 01/20  23:00:00,24.3,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.076583183170749,20.09856232958196,-14.740058351077625,-15.08149146082764 
 01/20  24:00:00,23.562499999999998,0.0,1.,0.0,,,,21.535174665043689,28.097587486384076,1.0358320241091182,6.823098004026115,21.5606251563287,28.65686311328177,1.0975349741648116,7.025664722224964,21.523714730126028,28.101168683284216,0.9846597578475174,6.6803556095792049,21.46189182029896,27.217160435219687,0.9580980006313761,6.329977559542588,21.3470316767843,25.764945239335757,0.9442096568253833,6.106423656448745,21.466394897990157,27.422039465360514,0.9939201062942634,6.599528823604417,21.684751947903224,30.247822493970458,1.0986323527172435,7.415359853056249,21.420450983349885,26.745079102150585,1.019920480813315,6.9279220439054829,18.89407294022263,18.0,0.897269595350697,21.274308746648239,27.635972099283565,0.6101627295971277,6.44284203484662,21.50605834982851,33.019531925732817,0.6367339042355705,7.549485032758359,21.593347084645047,33.508934996391719,0.6831147145826985,7.22466004008616,21.295120380912576,27.277320475387126,0.6352193830325112,6.249484089151643,19.75190192083342,19.774803454456899,-12.093448721928829,-12.451612848438226 
 01/21  01:00:00,23.049999999999998,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.498391215898545,19.51887596113836,-9.22946812173842,-9.568199530644805 
 01/21  02:00:00,22.5875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.30982671619212,19.326777854781857,-6.756407953951354,-7.06653873774499 
 01/21  03:00:00,22.15,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.182080202901007,19.192659085588134,-4.545510786620074,-4.769697741194086 
 01/21  04:00:00,21.812500000000005,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.093486066251189,19.09913297609858,-3.366617889420504,-3.4780663860915448 
 01/21  05:00:00,21.575,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.023444400162739,19.02659934498737,-2.7500907415159134,-2.8037728554198337 
 01/21  06:00:00,21.374999999999998,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.962088881739349,18.96448528638878,-2.4612828674743616,-2.485161810516683 
 01/21  07:00:00,21.3,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.92774105271784,18.925084202966056,1.6096634322689143,0.11004296231938615 
 01/21  08:00:00,22.425000000000006,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.285957570086024,19.28772341491264,28.527457660434089,25.604834390661343 
 01/21  09:00:00,24.0375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.01855539155718,20.0045152029438,28.120204155422987,28.76991386750414 
 01/21  10:00:00,25.7875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.76349503664207,20.69786503193935,30.64418300788884,29.90872897543903 
 01/21  11:00:00,28.0625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.640817263308678,21.528226765239336,37.556236142022139,37.01800954340638 
 01/21  12:00:00,28.812500000000005,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.260835059724277,22.16358749834956,7.789040168283477,13.332735784174716 
 01/21  13:00:00,28.3875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.13143634296069,22.078491953688429,-8.76515002306444,-8.625891715469996 
 01/21  14:00:00,28.450000000000004,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.012398327146007,21.95472494081086,1.8167224499689554,-0.38195708557806387 
 01/21  15:00:00,28.975,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.237576150105786,22.156006033069504,12.607003631753442,12.07030120316262 
 01/21  16:00:00,29.075,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.458446191565334,22.390535717558075,3.9680884650553356,5.739935676170004 
 01/21  17:00:00,28.625,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.4026957268022,22.358017641706949,-6.635010408934928,-5.352058971672836 
 01/21  18:00:00,27.8375,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.122189902312475,22.103410120210783,-13.475637114315937,-12.755379078107012 
 01/21  19:00:00,26.875,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.645402461661609,21.649175745185937,-23.625883798811686,-22.606843479798216 
 01/21  20:00:00,26.25,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.097108319665535,21.100758661668907,-19.35652948711087,-20.467134204227706 
 01/21  21:00:00,25.85,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.702486422439227,20.704530370014689,-13.644890886298168,-14.22222775360379 
